responsavel_nome;partido;bloco_bancada;uo;uo_descricao;uo_sigla;numero_indicacao;tipo_de_indicacao;numero_inciso;status_indicacao_descricao;descricao_municipio;nome_convenente_beneficiado;numero_cnpj_convenente;codigo_escola;numero_da_acao;nome_da_acao;nome_grupo_de_despesa;descricao_genero;descricao_categoria;descricao_especificacao;descricao_indicacao;descricao_tipo_aplicacao;valor_indicado;justificativa_cancelamento_reprovacao;valor_utilizado;valor_empenhado;valor_liquidado;valor_pago;saldo_a_pagar_rp;rp_processado;rp_nao_processado;valor_executado_doacao;numero_instrumento_juridico;te_agencia;te_conta_corrente;numero_siafi;funcional_programatica_formatado;categoria_economica_despesa_codigo;numero_empenho
BLOCO AVANCA MINAS;;BLOCO AVANÇA MINAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;142405;CELEBRAÇÃO DE CONVÊNIO;1376;APROVADO;RIO PARANAIBA;MUNICIPIO DE RIO PARANAIBA;18.602.045/0001-00;;4545;PROGRAMA DE FORTALECIMENTO DAS ESCOLAS MUNICIPAIS ;INVESTIMENTOS;AQUISIÇÃO DE BENS;Permanente;Mobiliário e Equipamento;ESCOLA MUNICIPAL PRESIDENTE TANCREDO NEVES - 212245;;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;0,0;0,0;0,0;1261000249/2024;-;-;9424360;1261 12 361 172 4545 0001 4 4 40 42 01 0 10 8;4;1216
BLOCO AVANCA MINAS;;BLOCO AVANÇA MINAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;142461;CELEBRAÇÃO DE CONVÊNIO;1378;APROVADO;RIO PARANAIBA;MUNICIPIO DE RIO PARANAIBA;18.602.045/0001-00;;4545;PROGRAMA DE FORTALECIMENTO DAS ESCOLAS MUNICIPAIS ;INVESTIMENTOS;AQUISIÇÃO DE BENS;Permanente;Mobiliário e Equipamento;ESCOLA MUNICIPAL PRESIDENTE TANCREDO NEVES- 212245;;50000,0;;50000,0;50000,0;50000,0;50000,0;0,0;0,0;0,0;0,0;1261000249/2024;-;-;9424360;1261 12 361 172 4545 0001 4 4 40 42 01 0 10 8;4;1216
BLOCO AVANCA MINAS;;BLOCO AVANÇA MINAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;142449;EXECUÇÃO DIRETA - CAIXA ESCOLAR;1388;ENVIADA PARA SEE;ARACITABA;EE CORONEL FRANCISCO HOMEM;;14991,0;4524;MANUTENÇÃO PREDIAL;OUTRAS DESPESAS CORRENTES;;;;Manutenção e Conservação Predial;Manutenção e Conservação Predial;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;0,0;0,0;0,0;;-;-;707335;1261 12 368 168 4524 0001 3 3 99 99 0 10 8;3;547
BLOCO AVANCA MINAS;;BLOCO AVANÇA MINAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;142450;EXECUÇÃO DIRETA - CAIXA ESCOLAR;1388;ENVIADA PARA SEE;BIAS FORTES;EE CISIPHO CAMPOS;;15342,0;4524;MANUTENÇÃO PREDIAL;OUTRAS DESPESAS CORRENTES;;;;Manutenção e Conservação Predial;Manutenção e Conservação Predial;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;0,0;0,0;0,0;;-;-;707234;1261 12 368 168 4524 0001 3 3 99 99 0 10 8;3;549
BLOCO AVANCA MINAS;;BLOCO AVANÇA MINAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;142451;EXECUÇÃO DIRETA - CAIXA ESCOLAR;1388;ENVIADA PARA SEE;CANAPOLIS;EE SÃO FRANCISCO DE ASSIS;;196380,0;4524;MANUTENÇÃO PREDIAL;OUTRAS DESPESAS CORRENTES;;;;Manutenção e Conservação Predial;Manutenção e Conservação Predial;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;0,0;0,0;0,0;;-;-;707312;1261 12 368 168 4524 0001 3 3 99 99 0 10 8;3;250
BLOCO AVANCA MINAS;;BLOCO AVANÇA MINAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;142452;EXECUÇÃO DIRETA - CAIXA ESCOLAR;1388;ENVIADA PARA SEE;EWBANK DA CAMARA;EE ANTÔNIO MACEDO;;68292,0;4524;MANUTENÇÃO PREDIAL;OUTRAS DESPESAS CORRENTES;;;;Manutenção e Conservação Predial;Manutenção e Conservação Predial;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;0,0;0,0;0,0;;-;-;707396;1261 12 368 168 4524 0001 3 3 99 99 0 10 8;3;569
BLOCO AVANCA MINAS;;BLOCO AVANÇA MINAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;142453;EXECUÇÃO DIRETA - CAIXA ESCOLAR;1388;ENVIADA PARA SEE;IBITURUNA;EE PROFESSOR JÚLIO BUENO;;134007,0;4524;MANUTENÇÃO PREDIAL;OUTRAS DESPESAS CORRENTES;;;;Manutenção e Conservação Predial;Manutenção e Conservação Predial;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;0,0;0,0;0,0;;-;-;707429;1261 12 368 168 4524 0001 3 3 99 99 0 10 8;3;299
BLOCO AVANCA MINAS;;BLOCO AVANÇA MINAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;142454;EXECUÇÃO DIRETA - CAIXA ESCOLAR;1388;ENVIADA PARA SEE;IGARAPE;EE SANTA CHIARA;;9237,0;4524;MANUTENÇÃO PREDIAL;OUTRAS DESPESAS CORRENTES;;;;Manutenção e Conservação Predial;Manutenção e Conservação Predial;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;0,0;0,0;0,0;;-;-;707306;1261 12 368 168 4524 0001 3 3 99 99 0 10 8;3;1068
BLOCO AVANCA MINAS;;BLOCO AVANÇA MINAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;142455;EXECUÇÃO DIRETA - CAIXA ESCOLAR;1388;ENVIADA PARA SEE;IPATINGA;EE ENGENHEIRO AMARO LANARI JÚNIOR;;191183,0;4524;MANUTENÇÃO PREDIAL;OUTRAS DESPESAS CORRENTES;;;;Manutenção e Conservação Predial;Manutenção e Conservação Predial;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;0,0;0,0;0,0;;-;-;707326;1261 12 368 168 4524 0001 3 3 99 99 0 10 8;3;515
BLOCO AVANCA MINAS;;BLOCO AVANÇA MINAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;142456;EXECUÇÃO DIRETA - CAIXA ESCOLAR;1388;ENVIADA PARA SEE;LEANDRO FERREIRA;EE CORONEL ANTÔNIO CORRÊA;;34134,0;4524;MANUTENÇÃO PREDIAL;OUTRAS DESPESAS CORRENTES;;;;Manutenção e Conservação Predial;Manutenção e Conservação Predial;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;0,0;0,0;0,0;;-;-;707309;1261 12 368 168 4524 0001 3 3 99 99 0 10 8;3;498
BLOCO AVANCA MINAS;;BLOCO AVANÇA MINAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;142457;EXECUÇÃO DIRETA - CAIXA ESCOLAR;1388;ENVIADA PARA SEE;SANTA CRUZ DE MINAS;EE AMÉLIA PASSOS;;134911,0;4524;MANUTENÇÃO PREDIAL;OUTRAS DESPESAS CORRENTES;;;;Manutenção e Conservação Predial;Manutenção e Conservação Predial;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;0,0;0,0;0,0;;-;-;707360;1261 12 368 168 4524 0001 3 3 99 99 0 10 8;3;301
BLOCO AVANCA MINAS;;BLOCO AVANÇA MINAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;142458;EXECUÇÃO DIRETA - CAIXA ESCOLAR;1388;ENVIADA PARA SEE;SANTA RITA DO IBITIPOCA;EE ZEQUINHA DE PAULA;;16098,0;4524;MANUTENÇÃO PREDIAL;OUTRAS DESPESAS CORRENTES;;;;Manutenção e Conservação Predial;Manutenção e Conservação Predial;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;0,0;0,0;0,0;;-;-;707235;1261 12 368 168 4524 0001 3 3 99 99 0 10 8;3;552
BLOCO AVANCA MINAS;;BLOCO AVANÇA MINAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;142559;EXECUÇÃO DIRETA - CAIXA ESCOLAR;1388;ENVIADA PARA SEE;SENHORA DOS REMEDIOS;EE PREFEITO JOSÉ PAULO DE ASSIS;;16225,0;4524;MANUTENÇÃO PREDIAL;OUTRAS DESPESAS CORRENTES;;;;Manutenção e Conservação Predial;Manutenção e Conservação Predial;129209,66;;129209,66;129209,66;129209,66;129209,66;0,0;0,0;0,0;0,0;;-;-;707274;1261 12 368 168 4524 0001 3 3 99 99 0 10 8;3;550
BLOCO AVANCA MINAS;;BLOCO AVANÇA MINAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;142560;EXECUÇÃO DIRETA - CAIXA ESCOLAR;1388;ENVIADA PARA SEE;SENHORA DOS REMEDIOS;EE PADRE EGYDIO REIS;;255611,0;4524;MANUTENÇÃO PREDIAL;OUTRAS DESPESAS CORRENTES;;;;Manutenção e Conservação Predial;Manutenção e Conservação Predial;129209,66;;129209,66;129209,66;129209,66;129209,66;0,0;0,0;0,0;0,0;;-;-;707243;1261 12 368 168 4524 0001 3 3 99 99 0 10 8;3;551
BLOCO AVANCA MINAS;;BLOCO AVANÇA MINAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;142795;RESOLUÇÃO SES;1456;APROVADO;PEDRA BONITA;FUNDO MUNICIPAL DE SAUDE;11.301.376/0001-52;;4127;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA;OUTRAS DESPESAS CORRENTES;;;;;FES Custeio;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;0,0;0,0;0,0;9470;-;-;9426477;4291 10 301 060 4127 0001 3 3 41 41 01 0 10 8 ;3;2595
BLOCO AVANCA MINAS;;BLOCO AVANÇA MINAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;142796;RESOLUÇÃO SES;1456;APROVADO;SANTA HELENA DE MINAS;FUNDO MUNICIPAL DE SAÚDE DE SANTA HELENA DE MINAS;11.366.026/0001-74;;4127;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA;OUTRAS DESPESAS CORRENTES;;;;;FES Custeio;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;0,0;0,0;0,0;9470;-;-;9426566;4291 10 301 060 4127 0001 3 3 41 41 01 0 10 8 ;3;2712
BLOCO AVANCA MINAS;;BLOCO AVANÇA MINAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;142820;RESOLUÇÃO SES;1456;APROVADO;ITINGA;FUNDO MUNICIPAL DE SAÚDE DE ITINGA;12.936.294/0001-47;;4127;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA;OUTRAS DESPESAS CORRENTES;;;;;FES Custeio;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;0,0;0,0;0,0;9470;-;-;9426290;4291 10 301 060 4127 0001 3 3 41 41 01 0 10 8 ;3;2380
BLOCO AVANCA MINAS;;BLOCO AVANÇA MINAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;142821;RESOLUÇÃO SES;1456;APROVADO;SAO SEBASTIAO DO ANTA;FUNDO MUNICIPAL DE SAÚDE DE SÃO SEBASTIÃO DO ANTA;12.740.484/0001-94;;4127;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA;OUTRAS DESPESAS CORRENTES;;;;;FES Custeio;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;0,0;0,0;0,0;9470;-;-;9426700;4291 10 301 060 4127 0001 3 3 41 41 01 0 10 8 ;3;2801
BLOCO AVANCA MINAS;;BLOCO AVANÇA MINAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;142823;RESOLUÇÃO SES;1456;APROVADO;SETUBINHA;FUNDO MUNICIPAL DE SAUDE DE SETUBINHA;11.513.409/0001-28;;4127;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA;OUTRAS DESPESAS CORRENTES;;;;;FES Custeio;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;0,0;0,0;0,0;9470;-;-;9426201;4291 10 301 060 4127 0001 3 3 41 41 01 0 10 8 ;3;2822
BLOCO AVANCA MINAS;;BLOCO AVANÇA MINAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;142825;RESOLUÇÃO SES;1456;APROVADO;MACHACALIS;FUNDO MUNICIPAL DE SAÚDE DE MACHACALIS;12.330.652/0001-73;;4127;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA;OUTRAS DESPESAS CORRENTES;;;;;FES Custeio;287629,0;;287629,0;287629,0;287629,0;287629,0;0,0;0,0;0,0;0,0;9470;-;-;9426350;4291 10 301 060 4127 0001 3 3 41 41 01 0 10 8 ;3;2440
BLOCO AVANCA MINAS;;BLOCO AVANÇA MINAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;142826;RESOLUÇÃO SES;1456;APROVADO;ATALEIA;FUNDO MUNICIPAL DE SAUDE;11.491.439/0001-80;;4127;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA;OUTRAS DESPESAS CORRENTES;;;;;FES Custeio;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;0,0;0,0;0,0;9470;-;-;9426643;4291 10 301 060 4127 0001 3 3 41 41 01 0 10 8 ;3;2051
BLOCO AVANCA MINAS;;BLOCO AVANÇA MINAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;142827;RESOLUÇÃO SES;1456;APROVADO;NOVORIZONTE;FUNDO MUNICIPAL DE SAUDE;11.740.219/0001-43;;4127;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA;OUTRAS DESPESAS CORRENTES;;;;;FES Custeio;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;0,0;0,0;0,0;9470;-;-;9426439;4291 10 301 060 4127 0001 3 3 41 41 01 0 10 8 ;3;2557
BLOCO AVANCA MINAS;;BLOCO AVANÇA MINAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;145357;RESOLUÇÃO SES;1456;APROVADO;CAPIM BRANCO;FUNDO MUNICIPAL DE SAUDE DE CAPIM BRANCO;11.540.262/0001-65;;4127;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA;OUTRAS DESPESAS CORRENTES;;;;;FES Custeio;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;0,0;0,0;0,0;9470;-;-;9425981;4291 10 301 060 4127 0001 3 3 41 41 01 0 10 8 ;3;2132
BLOCO AVANCA MINAS;;BLOCO AVANÇA MINAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;143156;EXECUÇÃO DIRETA - CAIXA ESCOLAR;1524;ENVIADA PARA SEE;ARAGUARI;EE SÃO JUDAS TADEU;;166766,0;4523;REALIZAÇÃO DE OBRAS ESTRUTURAIS;INVESTIMENTOS;;;;Obra;Obra;400000,0;;400000,0;400000,0;400000,0;400000,0;0,0;0,0;0,0;0,0;;-;-;707188;1261 12 368 168 4523 0001 4 4 99 99 0 10 8;4;545
BLOCO AVANCA MINAS;;BLOCO AVANÇA MINAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;143150;EXECUÇÃO DIRETA - CAIXA ESCOLAR;1525;REPROVADO PELO ÓRGÃO;ARAGUARI;EE DONA ELEONORA PIERUCCETTI;;166634,0;4524;MANUTENÇÃO PREDIAL;OUTRAS DESPESAS CORRENTES;;;;Manutenção e Conservação Predial;Manutenção e Conservação Predial;200000,0;Reprovação da indicação a pedido do parlamentar enviado por e-mail (lilian.fernandes@almg.gov.br) em 05/04/2024, para Assessoria de Relações Institucionais da SEE-MG, pelo motivo de que o recurso para manutenção e conservação predial não atende á necessidade da escola beneficiada.,;200000,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;-;-;-;1261 12 368 168 4524 0001 3 3 99 99 0 10 8;3;
BLOCO AVANCA MINAS;;BLOCO AVANÇA MINAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;143151;EXECUÇÃO DIRETA - CAIXA ESCOLAR;1525;ENVIADA PARA SEE;ARAPORA;EE MÁRIO SIDNEY FRANCESCHI;;167207,0;4524;MANUTENÇÃO PREDIAL;OUTRAS DESPESAS CORRENTES;;;;Manutenção e Conservação Predial;Manutenção e Conservação Predial;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;0,0;0,0;0,0;;-;-;707343;1261 12 368 168 4524 0001 3 3 99 99 0 10 8;3;595
BLOCO AVANCA MINAS;;BLOCO AVANÇA MINAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;143152;EXECUÇÃO DIRETA - CAIXA ESCOLAR;1525;ENVIADA PARA SEE;FRONTEIRA;EE JOÃO KOPKE;;158801,0;4524;MANUTENÇÃO PREDIAL;OUTRAS DESPESAS CORRENTES;;;;Manutenção e Conservação Predial;Manutenção e Conservação Predial;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;0,0;0,0;0,0;;-;-;707470;1261 12 368 168 4524 0001 3 3 99 99 0 10 8;3;589
BLOCO AVANCA MINAS;;BLOCO AVANÇA MINAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;143153;EXECUÇÃO DIRETA - CAIXA ESCOLAR;1525;ENVIADA PARA SEE;SAO JOAO DA MATA;EE CÔNEGO PAULO MONTEIRO;;56642,0;4524;MANUTENÇÃO PREDIAL;OUTRAS DESPESAS CORRENTES;;;;Manutenção e Conservação Predial;Manutenção e Conservação Predial;120000,0;;120000,0;120000,0;120000,0;120000,0;0,0;0,0;0,0;0,0;;-;-;707342;1261 12 368 168 4524 0001 3 3 99 99 0 10 8;3;421
BLOCO AVANCA MINAS;;BLOCO AVANÇA MINAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;143149;CELEBRAÇÃO DE CONVÊNIO;1526;APROVADO;GRUPIARA;MUNICIPIO DE GRUPIARA;17.827.858/0001-27;;4545;PROGRAMA DE FORTALECIMENTO DAS ESCOLAS MUNICIPAIS ;INVESTIMENTOS;AQUISIÇÃO DE BENS;Permanente;Microônibus (mínimo 21 lugares);PREFEITURA MUNICIPAL DE GRUPIARA ;;427000,0;;427000,0;427000,0;427000,0;427000,0;0,0;0,0;0,0;0,0;1261000230/2024;-;-;9424338;1261 12 361 172 4545 0001 4 4 40 42 01 0 10 8;4;538
BLOCO AVANCA MINAS;;BLOCO AVANÇA MINAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;143389;RESOLUÇÃO SES;1555;APROVADO;BARBACENA;CENTRO BARBACENENSE DE ASSISTENCIA MEDICA E SOCIAL;19.557.487/0001-36;;4121;POLÍTICA DE ATENÇÃO HOSPITALAR E URGÊNCIA E EMERGÊNCIA;OUTRAS DESPESAS CORRENTES;;;;;FES Custeio;1500000,0;;1500000,0;1500000,0;1500000,0;1500000,0;0,0;0,0;0,0;0,0;9508;-;-;9428057;4291 10 302 058 4121 0001 3 3 41 41 01 0 10 8 ;3;3534
BLOCO AVANCA MINAS;;BLOCO AVANÇA MINAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;143391;RESOLUÇÃO SES;1555;APROVADO;ITUIUTABA;HOSPITAL SÃO JOSÉ DA SOCIEDADE SÃO VICENTE DE PAULO;21.320.064/0001-40;;4121;POLÍTICA DE ATENÇÃO HOSPITALAR E URGÊNCIA E EMERGÊNCIA;OUTRAS DESPESAS CORRENTES;;;;;FES Custeio;387629,0;;387629,0;387629,0;387629,0;387629,0;0,0;0,0;0,0;0,0;9478;-;-;9427067;4291 10 302 058 4121 0001 3 3 41 41 01 0 10 8 ;3;3011
BLOCO AVANCA MINAS;;BLOCO AVANÇA MINAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;143992;EXECUÇÃO DIRETA - CAIXA ESCOLAR;1709;ENVIADA PARA SEE;CONCEICAO DAS ALAGOAS;EE HERCULÉGIO ANTÔNIO BORGES;;316041,0;4524;MANUTENÇÃO PREDIAL;OUTRAS DESPESAS CORRENTES;;;;Manutenção e Conservação Predial;Manutenção e Conservação Predial;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;0,0;0,0;0,0;;-;-;707471;1261 12 368 168 4524 0001 3 3 99 99 0 10 8;3;593
BLOCO AVANCA MINAS;;BLOCO AVANÇA MINAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;143993;EXECUÇÃO DIRETA - CAIXA ESCOLAR;1709;ENVIADA PARA SEE;ESTRELA DO SUL;EE ROBERT KENNEDY;;200484,0;4524;MANUTENÇÃO PREDIAL;OUTRAS DESPESAS CORRENTES;;;;Manutenção e Conservação Predial;Manutenção e Conservação Predial;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;0,0;0,0;0,0;;-;-;707277;1261 12 368 168 4524 0001 3 3 99 99 0 10 8;3;210
BLOCO AVANCA MINAS;;BLOCO AVANÇA MINAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;143994;EXECUÇÃO DIRETA - CAIXA ESCOLAR;1709;ENVIADA PARA SEE;IBIA;EE SÃO JOSÉ;;159069,0;4524;MANUTENÇÃO PREDIAL;OUTRAS DESPESAS CORRENTES;;;;Manutenção e Conservação Predial;Manutenção e Conservação Predial;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;0,0;0,0;0,0;;-;-;707238;1261 12 368 168 4524 0001 3 3 99 99 0 10 8;3;216
BLOCO AVANCA MINAS;;BLOCO AVANÇA MINAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;144060;EXECUÇÃO DIRETA - CAIXA ESCOLAR;1709;ENVIADA PARA SEE;SANTA ROSA DA SERRA;EE ANTERO MAGALHÃES DE AGUIAR;;119458,0;4524;MANUTENÇÃO PREDIAL;OUTRAS DESPESAS CORRENTES;;;;Manutenção e Conservação Predial;Manutenção e Conservação Predial;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;0,0;0,0;0,0;;-;-;707275;1261 12 368 168 4524 0001 3 3 99 99 0 10 8;3;420
BLOCO AVANCA MINAS;;BLOCO AVANÇA MINAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;144063;EXECUÇÃO DIRETA - CAIXA ESCOLAR;1709;ENVIADA PARA SEE;GUARDA-MOR;EE DOUTOR ANTÔNIO RIBEIRO;;108481,0;4524;MANUTENÇÃO PREDIAL;OUTRAS DESPESAS CORRENTES;;;;Manutenção e Conservação Predial;Manutenção e Conservação Predial;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;0,0;0,0;0,0;;-;-;707472;1261 12 368 168 4524 0001 3 3 99 99 0 10 8;3;412
BLOCO AVANCA MINAS;;BLOCO AVANÇA MINAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;144064;EXECUÇÃO DIRETA - CAIXA ESCOLAR;1709;ENVIADA PARA SEE;GUIMARANIA;EE IRMÃOS GUIMARÃES;;198943,0;4524;MANUTENÇÃO PREDIAL;OUTRAS DESPESAS CORRENTES;;;;Manutenção e Conservação Predial;Manutenção e Conservação Predial;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;0,0;0,0;0,0;;-;-;707273;1261 12 368 168 4524 0001 3 3 99 99 0 10 8;3;217
BLOCO AVANCA MINAS;;BLOCO AVANÇA MINAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;144066;EXECUÇÃO DIRETA - CAIXA ESCOLAR;1709;ENVIADA PARA SEE;TUPACIGUARA;EE SEBASTIÃO DIAS FERRAZ;;167193,0;4524;MANUTENÇÃO PREDIAL;OUTRAS DESPESAS CORRENTES;;;;Manutenção e Conservação Predial;Manutenção e Conservação Predial;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;0,0;0,0;0,0;;-;-;707430;1261 12 368 168 4524 0001 3 3 99 99 0 10 8;3;594
BLOCO AVANCA MINAS;;BLOCO AVANÇA MINAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;144118;EXECUÇÃO DIRETA - CAIXA ESCOLAR;1724;ENVIADA PARA SEE;TRES PONTAS;EE PREFEITO JACY JUNQUEIRA GAZOLA;;174700,0;4524;MANUTENÇÃO PREDIAL;OUTRAS DESPESAS CORRENTES;;;;Manutenção e Conservação Predial;Manutenção e Conservação Predial;137629,0;;137629,0;137629,0;137629,0;137629,0;0,0;0,0;0,0;0,0;;-;-;707240;1261 12 368 168 4524 0001 3 3 99 99 0 10 8;3;532
BLOCO AVANCA MINAS;;BLOCO AVANÇA MINAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;144159;EXECUÇÃO DIRETA - CAIXA ESCOLAR;1724;ENVIADA PARA SEE;FRUTAL;EE VICENTE MACEDO;;158941,0;4524;MANUTENÇÃO PREDIAL;OUTRAS DESPESAS CORRENTES;;;;Manutenção e Conservação Predial;Manutenção e Conservação Predial;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;0,0;0,0;0,0;;-;-;707468;1261 12 368 168 4524 0001 3 3 99 99 0 10 8;3;588
BLOCO AVANCA MINAS;;BLOCO AVANÇA MINAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;144161;EXECUÇÃO DIRETA - CAIXA ESCOLAR;1724;ENVIADA PARA SEE;GUARANI;EE PROFESSOR ALBERTO PACHECO;;181030,0;4524;MANUTENÇÃO PREDIAL;OUTRAS DESPESAS CORRENTES;;;;Manutenção e Conservação Predial;Manutenção e Conservação Predial;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;0,0;0,0;0,0;;-;-;707242;1261 12 368 168 4524 0001 3 3 99 99 0 10 8;3;543
BLOCO AVANCA MINAS;;BLOCO AVANÇA MINAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;144162;EXECUÇÃO DIRETA - CAIXA ESCOLAR;1724;ENVIADA PARA SEE;JUIZ DE FORA;EE ALMIRANTE BARROSO;;68381,0;4524;MANUTENÇÃO PREDIAL;OUTRAS DESPESAS CORRENTES;;;;Manutenção e Conservação Predial;Manutenção e Conservação Predial;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;0,0;0,0;0,0;;-;-;707310;1261 12 368 168 4524 0001 3 3 99 99 0 10 8;3;471
BLOCO AVANCA MINAS;;BLOCO AVANÇA MINAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;144163;EXECUÇÃO DIRETA - CAIXA ESCOLAR;1724;ENVIADA PARA SEE;MACHADO;EE DOM PEDRO I;;173215,0;4524;MANUTENÇÃO PREDIAL;OUTRAS DESPESAS CORRENTES;;;;Manutenção e Conservação Predial;Manutenção e Conservação Predial;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;0,0;0,0;0,0;;-;-;707465;1261 12 368 168 4524 0001 3 3 99 99 0 10 8;3;527
BLOCO AVANCA MINAS;;BLOCO AVANÇA MINAS;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;144164;EXECUÇÃO DIRETA - CAIXA ESCOLAR;1724;ENVIADA PARA SEE;MACHADO;EE RUBENS GARCIA;;173169,0;4524;MANUTENÇÃO PREDIAL;OUTRAS DESPESAS CORRENTES;;;;Manutenção e Conservação Predial;Manutenção e Conservação Predial;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;0,0;0,0;0,0;;-;-;707376;1261 12 368 168 4524 0001 3 3 99 99 0 10 8;3;526
