responsavel_nome;partido;bloco_bancada;uo;uo_descricao;uo_sigla;numero_indicacao;tipo_de_indicacao;numero_inciso;status_indicacao_descricao;descricao_municipio;nome_convenente_beneficiado;numero_cnpj_convenente;codigo_escola;numero_da_acao;nome_da_acao;nome_grupo_de_despesa;descricao_genero;descricao_categoria;descricao_especificacao;descricao_indicacao;descricao_tipo_aplicacao;valor_indicado;justificativa_cancelamento_reprovacao;valor_utilizado;valor_empenhado;valor_liquidado;valor_pago;saldo_a_pagar_rp;rp_processado;rp_nao_processado;valor_executado_doacao;numero_instrumento_juridico_convenio;numero_siafi;numero_resolucao_transferencia_especial;unidade_executora_codigo;funcional_programatica_formatado;categoria_economica_despesa_codigo;item_despesa_codigo;gmifp_formatado;numero_empenho;obs;funcao
CORONEL HENRIQUE;PSL;BLOCO MINAS SÃO MUITAS;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;97313;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;4205;APROVADO;CARANDAI;PREFEITURA MUNICIPAL DE CARANDAÍ;18.094.797/0001-07;;4086;APOIO À REALIZAÇÃO DE AÇÕES ESPORTIVAS;INVESTIMENTOS;;;;Aquisição de academia ao ar livre para propiciar a execução de atividades físicas através dos equipamentos que a compõe.;SEDESE (doação) Academia;30000,0;;26298,88;26298,88;26298,88;26298,88;0,0;;;26298,88;;;;;;;;;"191;190;189;188;187;186";;27
CORONEL HENRIQUE;PSL;BLOCO MINAS SÃO MUITAS;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;97314;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;4205;APROVADO;ENTRE RIOS DE MINAS;MUNICIPIO DE ENTRE RIOS DE MINAS;20.356.747/0001-94;;4086;APOIO À REALIZAÇÃO DE AÇÕES ESPORTIVAS;INVESTIMENTOS;;;;Aquisição de academia ao ar livre para propiciar a execução de atividades físicas através dos equipamentos que a compõe.;SEDESE (doação) Academia;30000,0;;13149,44;13149,44;13149,44;13149,44;0,0;;;13149,44;;;;;;;;;"191;190;189;188;187;186";;27
CORONEL HENRIQUE;PSL;BLOCO MINAS SÃO MUITAS;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;97315;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;4205;APROVADO;GOVERNADOR VALADARES;MUNICIPIO DE GOVERNADOR VALADARES;20.622.890/0001-80;;4086;APOIO À REALIZAÇÃO DE AÇÕES ESPORTIVAS;INVESTIMENTOS;;;;Aquisição de academia ao ar livre para propiciar a execução de atividades físicas através dos equipamentos que a compõe.;SEDESE (doação) Academia;30000,0;;27793,72;27793,72;0,0;0,0;27793,72;0,0;27793,72;0,0;;;;;;;;;"191;190;189;188;187;186";;27
BETINHO PINTO COELHO;SOLIDARIEDADE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;97316;TRANSFERÊNCIA ESPECIAL;504;APROVADO;CONGONHAS DO NORTE;MUNICIPIO DE CONGONHAS DO NORTE;18.303.180/0001-46;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;102762,54;;102762,54;102762,54;102762,54;102762,54;0,0;;;0,0;;9331790,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;1590;;4
DELEGADO HELI GRILO;PSL;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;97317;TRANSFERÊNCIA ESPECIAL;236;APROVADO;DORES DO INDAIA;MUNICIPIO DE DORES DO INDAIA;18.301.010/0001-22;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;300000,0;;300000,0;300000,0;300000,0;300000,0;0,0;;;0,0;;9328516,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;1425;;4
DELEGADO HELI GRILO;PSL;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;97331;TRANSFERÊNCIA ESPECIAL;236;APROVADO;CONCEICAO DAS ALAGOAS;MUNICIPIO DE CONCEICAO DAS ALAGOAS;18.428.854/0001-39;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;250000,0;;250000,0;250000,0;250000,0;250000,0;0,0;;;0,0;;9328517,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;1456;;4
BETINHO PINTO COELHO;SOLIDARIEDADE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;97332;TRANSFERÊNCIA ESPECIAL;212;APROVADO;SANTO ANTONIO DO MONTE;MUNICIPIO DE SANTO ANTONIO DO MONTE;16.870.974/0001-66;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;33682,0;;33682,0;33682,0;33682,0;33682,0;0,0;;;0,0;;9331358,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;4039;;4
DELEGADO HELI GRILO;PSL;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;97333;TRANSFERÊNCIA ESPECIAL;236;APROVADO;CANAPOLIS;MUNICIPIO DE CANAPOLIS;18.457.200/0001-33;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;;;0,0;;9328518,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;1736;;4
CORONEL HENRIQUE;PSL;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;97334;CELEBRAÇÃO DE CONVÊNIO;162;REPROVADO PELO ÓRGÃO;SANTA CRUZ DE MINAS;MUNICIPIO DE SANTA CRUZ DE MINAS;01.615.371/0001-40;;2007;EXECUÇÃO DO PROGRAMA DE APOIO AO DESENVOLVIMENTO MUNICIPAL - PADEM;INVESTIMENTOS;AQUISIÇÃO DE BENS;Permanente;Veículo Passeio (5 lugares);Aquisição veículo  de 5 lugares para apoio de projetos/atividades que envolvam o desenvolvimento socioeconômico e sustentável no município.;;78613,33;Não peticionamento de proposta pelo município dentro do prazo estabelecido.;0,0;0,0;0,0;0,0;0,0;;;0,0;;;;;;;;;;;4
CORONEL HENRIQUE;PSL;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;97335;CELEBRAÇÃO DE CONVÊNIO;162;APROVADO;SIMAO PEREIRA;PREFEITURA MUNICIPAL DE SIMÃO PEREIRA;18.338.293/0001-87;;2007;EXECUÇÃO DO PROGRAMA DE APOIO AO DESENVOLVIMENTO MUNICIPAL - PADEM;INVESTIMENTOS;AQUISIÇÃO DE BENS;Permanente;Veículo Passeio (5 lugares);Aquisição veículo  de 5 lugares para apoio de projetos/atividades que envolvam o desenvolvimento socioeconômico e sustentável no município.;;78613,33;;77827,2;77827,2;77827,2;77827,2;0,0;;;0,0;1491001230/2022;9337480,0;;1490011,0;04.122.024.2007.0001;4,0;1,0;4.40.0.10.8;5237;;4
CORONEL HENRIQUE;PSL;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;97336;CELEBRAÇÃO DE CONVÊNIO;162;APROVADO;CARMO DA CACHOEIRA;PREFEITURA MUNICIPAL DE CARMO DA CACHOEIRA;18.240.135/0001-90;;2007;EXECUÇÃO DO PROGRAMA DE APOIO AO DESENVOLVIMENTO MUNICIPAL - PADEM;INVESTIMENTOS;AQUISIÇÃO DE BENS;Permanente;Veículo Passeio (5 lugares);Aquisição veículo  de 5 lugares para apoio de projetos/atividades que envolvam o desenvolvimento socioeconômico e sustentável no município.;;78613,33;;77826,33;77826,33;77826,33;77826,33;0,0;;;0,0;1491001129/2022;9337286,0;;1490011,0;04.122.024.2007.0001;4,0;1,0;4.40.0.10.8;5229;;4
BETINHO PINTO COELHO;SOLIDARIEDADE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;97337;TRANSFERÊNCIA ESPECIAL;504;APROVADO;SANTO ANTONIO DO MONTE;MUNICIPIO DE SANTO ANTONIO DO MONTE;16.870.974/0001-66;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;26318,0;;26318,0;26318,0;26318,0;26318,0;0,0;;;0,0;;9328559,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;4043;;4
DELEGADO HELI GRILO;PSL;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;97338;TRANSFERÊNCIA ESPECIAL;236;APROVADO;SAO GONCALO DO ABAETE;PREFEITURA MUNICIPAL DE SÃO GONÇALO DO ABAETE;18.602.086/0001-98;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;;;0,0;;9328519,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;4238;;4
HELY TARQUINIO;PV;BLOCO MINAS SÃO MUITAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;97339;RESOLUÇÃO SES;4072;APROVADO;GUIMARANIA;FUNDO MUNICIPAL DE SAÚDE DE GUIMARÂNIA;11.224.321/0001-96;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;;;ADICIONAR R$60.397,77 do  INCISO R4072 na INDICAÇÃO 95620 - Custeio para o Município de Guimarânia;FES Custeio;60397,77;;60397,77;60397,77;60397,77;60397,77;0,0;;;0,0;;9336319,0;8124;1320076,0;10.301.159.4460.0001;3,0;1,0;3.41.0.10.8;3954;;10
CARLOS HENRIQUE;REPUBLICANOS;BLOCO MINAS SÃO MUITAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;97340;RESOLUÇÃO SES;519;APROVADO;JACINTO;FUNDO MUNICIPAL DE SAUDE DE JACINTO - MG;11.649.398/0001-08;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;;;Custeio - Atenção Primária à Saúde.;FES Custeio;229080,77;;229080,77;229080,77;229080,77;229080,77;0,0;;;0,0;;9334898,0;8124;1320076,0;10.301.159.4460.0001;3,0;1,0;3.41.0.10.8;3337;;10
DELEGADO HELI GRILO;PSL;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;97341;TRANSFERÊNCIA ESPECIAL;236;APROVADO;CAMPINA VERDE;MUNICIPIO DE CAMPINA VERDE;18.457.291/0001-07;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;350000,0;;350000,0;350000,0;350000,0;350000,0;0,0;;;0,0;;9328520,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;1641;;4
CORONEL HENRIQUE;PSL;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;97344;TRANSFERÊNCIA ESPECIAL;229;APROVADO;TRES CORACOES;MUNICIPIO DE TRES CORACOES;17.955.535/0001-19;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;105000,0;;105000,0;105000,0;105000,0;105000,0;0,0;;;0,0;;9328381,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;3997;;4
BETINHO PINTO COELHO;SOLIDARIEDADE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;97348;TRANSFERÊNCIA ESPECIAL;212;APROVADO;BRAS PIRES;PREFEITURA MUNICIPAL DE BRAS PIRES;18.128.272/0001-37;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;250000,0;;250000,0;250000,0;250000,0;250000,0;0,0;;;0,0;;9331359,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;1233;;4
Bloco Democracia e Luta;;Bloco Democracia e Luta;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;97349;TRANSFERÊNCIA ESPECIAL;468;APROVADO;CARATINGA;MUNICIPIO DE CARATINGA;18.334.268/0001-25;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;30000,0;;30000,0;30000,0;30000,0;30000,0;0,0;;;0,0;;9328892,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;925;;4
Bloco Democracia e Luta;;Bloco Democracia e Luta;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;97350;TRANSFERÊNCIA ESPECIAL;468;APROVADO;CHALE;MUNICIPIO DE CHALE;18.392.548/0001-90;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;26253,94;;26253,94;26253,94;26253,94;26253,94;0,0;;;0,0;;9328893,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;1245;;4
Bloco Democracia e Luta;;Bloco Democracia e Luta;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;97351;TRANSFERÊNCIA ESPECIAL;468;APROVADO;CORONEL MURTA;PREFEITURA MUNICIPAL DE CORONEL MURTA;18.348.722/0001-05;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;30000,0;;30000,0;30000,0;30000,0;30000,0;0,0;;;0,0;;9328894,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;948;;4
Bloco Democracia e Luta;;Bloco Democracia e Luta;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;97352;TRANSFERÊNCIA ESPECIAL;468;APROVADO;CRISOLITA;PREFEITURA MUNICIPAL DE CRISÓLITA;01.614.283/0001-24;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;;;0,0;;9328895,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;1048;;4
Bloco Democracia e Luta;;Bloco Democracia e Luta;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;97353;TRANSFERÊNCIA ESPECIAL;468;APROVADO;DIVINO;MUNICIPIO DE DIVINO;18.114.272/0001-88;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;;;0,0;;9328896,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;1290;;4
Bloco Democracia e Luta;;Bloco Democracia e Luta;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;97354;TRANSFERÊNCIA ESPECIAL;468;APROVADO;FRANCISCO BADARO;MUNICIPIO DE FRANCISCO BADARO;18.051.524/0001-77;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;75000,0;;75000,0;75000,0;75000,0;75000,0;0,0;;;0,0;;9328897,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;2004;;4
DELEGADO HELI GRILO;PSL;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;97355;TRANSFERÊNCIA ESPECIAL;236;APROVADO;UBERABA;PREFEITURA MUNICIPAL DE UBERABA;18.428.839/0001-90;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;300000,0;;300000,0;300000,0;300000,0;300000,0;0,0;;;0,0;;9328521,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;4192;;4
CORONEL HENRIQUE;PSL;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;97358;TRANSFERÊNCIA ESPECIAL;229;APROVADO;TOCANTINS;PREFEITURA MUNICIPAL DE TOCANTINS;18.128.223/0001-02;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;70000,0;;70000,0;70000,0;70000,0;70000,0;0,0;;;0,0;;9328382,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;3947;;4
CORONEL HENRIQUE;PSL;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;97360;TRANSFERÊNCIA ESPECIAL;229;APROVADO;ITUIUTABA;PREFEITURA MUNICIPAL DE ITUIUTABA;18.457.218/0001-35;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;70000,0;;70000,0;70000,0;70000,0;70000,0;0,0;;;0,0;;9328383,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;2940;;4
CORONEL HENRIQUE;PSL;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;97361;TRANSFERÊNCIA ESPECIAL;229;APROVADO;ITAJUBA;MUNICIPIO DE ITAJUBA;18.025.940/0001-09;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;70000,0;;70000,0;70000,0;70000,0;70000,0;0,0;;;0,0;;9328384,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;2152;;4
DELEGADO HELI GRILO;PSL;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;97362;TRANSFERÊNCIA ESPECIAL;236;APROVADO;PEDRINOPOLIS;PREFEITURA MUNICIPAL DE PEDRINÓPOLIS;18.140.335/0001-70;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;250000,0;;250000,0;250000,0;250000,0;250000,0;0,0;;;0,0;;9328522,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;2891;;4
BETINHO PINTO COELHO;SOLIDARIEDADE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;97363;TRANSFERÊNCIA ESPECIAL;212;APROVADO;BRASOPOLIS;MUNICIPIO DE BRASOPOLIS;18.025.890/0001-51;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;400000,0;;400000,0;400000,0;400000,0;400000,0;0,0;;;0,0;;9331360,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;1287;;4
LENINHA;PT;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;97364;TRANSFERÊNCIA ESPECIAL;223;APROVADO;ACAIACA;MUNICIPIO DE ACAIACA;18.295.287/0001-90;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;10000,0;;10000,0;10000,0;10000,0;10000,0;0,0;;;0,0;;9331791,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;1517;;4
LENINHA;PT;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;97365;TRANSFERÊNCIA ESPECIAL;223;APROVADO;ALMENARA;PREFEITURA MUNICIPAL DE ALMENARA;18.349.894/0001-95;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;10500,0;;10500,0;10500,0;10500,0;10500,0;0,0;;;0,0;;9331792,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;1652;;4
LENINHA;PT;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;97366;TRANSFERÊNCIA ESPECIAL;223;APROVADO;ARAPONGA;MUNICIPIO DE ARAPONGA;18.132.167/0001-71;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;10500,0;;10500,0;10500,0;10500,0;10500,0;0,0;;;0,0;;9331793,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;2017;;4
LENINHA;PT;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;97367;TRANSFERÊNCIA ESPECIAL;223;APROVADO;BERILO;PREFEITURA MUNICIPAL DE BERILO;17.700.758/0001-35;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;15057,8;;15057,8;15057,8;15057,8;15057,8;0,0;;;0,0;;9331794,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;2342;;4
LENINHA;PT;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;97368;TRANSFERÊNCIA ESPECIAL;223;APROVADO;BERIZAL;MUNICIPIO DE BERIZAL;01.614.602/0001-00;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;21000,0;;21000,0;21000,0;21000,0;21000,0;0,0;;;0,0;;9331795,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;874;;4
LENINHA;PT;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;97369;TRANSFERÊNCIA ESPECIAL;223;APROVADO;BOTUMIRIM;MUNICIPIO DE BOTUMIRIM;18.017.418/0001-77;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;10500,0;;10500,0;10500,0;10500,0;10500,0;0,0;;;0,0;;9331796,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;1227;;4
DUARTE BECHIR;PSD;BLOCO MINAS SÃO MUITAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;97370;RESOLUÇÃO SES;4002;APROVADO;CAREACU;FUNDO MUNICIPAL DE SAÚDE DE CAREAÇU;11.323.191/0001-49;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;;;Aquisição de materiais e serviços para ações na Atenção Primária à Saúde,   conforme Relação Nacional de Ações e Serviços de Saúde (RENASES).;FES Custeio;250000,0;;250000,0;250000,0;250000,0;250000,0;0,0;;;0,0;;9336279,0;8124;1320076,0;10.301.159.4460.0001;3,0;1,0;3.41.0.10.8;3046;;10
Bloco Democracia e Luta;;Bloco Democracia e Luta;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;97371;TRANSFERÊNCIA ESPECIAL;4078;APROVADO;IMBE DE MINAS;MUNICIPIO DE IMBE DE MINAS;01.613.233/0001-22;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;85514,21;;85514,21;85514,21;85514,21;85514,21;0,0;;;0,0;;9331491,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;2532;;4
BETINHO PINTO COELHO;SOLIDARIEDADE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;97372;TRANSFERÊNCIA ESPECIAL;212;APROVADO;CACHOEIRA DE MINAS;PREFEITURA MUNICIPAL DE CACHOEIRA DE MINAS;18.675.959/0001-92;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;;;0,0;;9331361,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;1415;;4
DELEGADO HELI GRILO;PSL;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;97373;TRANSFERÊNCIA ESPECIAL;236;APROVADO;ITABIRINHA;MUNICIPIO DE ITABIRINHA;17.125.444/0001-56;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;350000,0;;350000,0;350000,0;350000,0;350000,0;0,0;;;0,0;;9328523,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;2036;;4
CORONEL HENRIQUE;PSL;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;97374;TRANSFERÊNCIA ESPECIAL;229;APROVADO;MARIANA;PREFEITURA MUNICIPAL DE MARIANA;18.295.303/0001-44;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;35000,0;;35000,0;35000,0;35000,0;35000,0;0,0;;;0,0;;9328385,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;2682;;4
LENINHA;PT;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;97391;TRANSFERÊNCIA ESPECIAL;223;APROVADO;BURITIZEIRO;PREFEITURA MUNICIPAL DE BURITIZEIRO;18.279.067/0001-72;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;77000,0;;77000,0;77000,0;77000,0;77000,0;0,0;;;0,0;;9331828,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;1362;;4
CARLOS HENRIQUE;REPUBLICANOS;BLOCO MINAS SÃO MUITAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;97392;RESOLUÇÃO SES;3712;APROVADO;JACINTO;FUNDO MUNICIPAL DE SAUDE DE JACINTO - MG;11.649.398/0001-08;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;;;Custeio - Atenção Primária a Saúde.;FES Custeio;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;;;0,0;;9334740,0;8124;1320076,0;10.301.159.4460.0001;3,0;1,0;3.41.0.10.8;3340;;10
Bloco Democracia e Luta;;Bloco Democracia e Luta;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;97393;TRANSFERÊNCIA ESPECIAL;468;APROVADO;IMBE DE MINAS;MUNICIPIO DE IMBE DE MINAS;01.613.233/0001-22;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;84485,79;;84485,79;84485,79;84485,79;84485,79;0,0;;;0,0;;9328904,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;2536;;4
Bloco Democracia e Luta;;Bloco Democracia e Luta;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;97394;TRANSFERÊNCIA ESPECIAL;468;APROVADO;ITAMARANDIBA;PREFEITURA MUNICIPAL DE ITAMARANDIBA;16.886.871/0001-94;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;300000,0;;300000,0;300000,0;300000,0;300000,0;0,0;;;0,0;;9328905,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;2178;;4
